commodity_name,state,district,market,min_price,max_price,modal_price,date,certifications,storage type,export_potential,production_quantity,quality_grade
Beans,Nagaland,Kohima,Kohima,40,42,41,23-05-2019,ORGANIC,Dry Storage,Moderate,47619,Premium
Betal+Leaves,Meghalaya,East Khasi Hills,Shillong,130,200,180,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,11871,Grade C
Field+Pea,Kerala,Alappuzha,Cherthala,45,46,45.5,23-05-2019,CERTIFIED,Warehouse,Seasonal,47237,Grade C
Field+Pea,Punjab,Hoshiarpur,Mukerian(Talwara),30,35,32,23-05-2019,NON-GMO,Warehouse,Seasonal,47237,Grade C
Fish,Odisha,Balasore,Jaleswar,160,162,161,23-05-2019,ORGANIC,Warehouse,Emerging Markets,18752,Premium
Gingelly+Oil,Tamil Nadu,Villupuram,Thirukovilur,93.61,103.7,97.36,23-05-2019,CERTIFIED,Warehouse,Seasonal,99183,Export
Cashewnuts,Odisha,Gajapati,Parlakhemundi,90,100,100,24-05-2019,GMO,Dry Storage,High,94212,Grade C
Ajwan,Gujarat,Jamnagar,Jamnagar,80,140,110,25-05-2019,CERTIFIED,Dry Storage,Moderate,78268,Grade A
Groundnut+pods+(raw),Gujarat,Surat,Surat,30,35,32.5,23-05-2019,GMO,Warehouse,Emerging Markets,22843,Grade C
Indian+Beans+(Seam),Gujarat,Surat,Surat,35,55,45,23-05-2019,NON-GMO,Warehouse,Emerging Markets,47073,Export
Long+Melon(Kakri),Punjab,Ferozpur,Talwandi Bhai,10,10,10,23-05-2019,NON-GMO,Warehouse,Emerging Markets,60586,Grade B
Methi(Leaves),Gujarat,Junagarh,Talalagir,55,70,65,23-05-2019,ORGANIC,Dry Storage,Moderate,80557,Grade B
Methi(Leaves),Madhya Pradesh,Dhar,Dhar(F&V),5,8,7,23-05-2019,NON-GMO,Dry Storage,Moderate,80557,Grade B
Moath+Dal,Rajasthan,Barmer,Barmer,56.5,57.5,57,23-05-2019,NON-GMO,Warehouse,Emerging Markets,23429,Grade A
Copra,Tamil Nadu,Erode,Elumathur,85.85,90.1,88.1,24-05-2019,GMO,Warehouse,Emerging Markets,96107,Export
Paddy(Dhan)(Basmati),Uttar Pradesh,Bulandshahar,Jahangirabad,41.5,42,41.75,23-05-2019,CERTIFIED,Dry Storage,Low,26975,Export
Ajwan,Gujarat,Mehsana,Unjha,34.5,145.65,99.5,25-05-2019,CERTIFIED,Dry Storage,Moderate,78268,Grade A
Peach,Uttar Pradesh,Saharanpur,Gangoh,9.3,9.65,9.45,23-05-2019,ORGANIC,Cold Storage,High,25115,Grade C
Peas+cod,Gujarat,Surat,Surat,35,60,47.5,23-05-2019,CERTIFIED,Warehouse,Seasonal,74223,Grade A
Peas+cod,Himachal Pradesh,Bilaspur,Bilaspur,35,45,40,23-05-2019,GMO,Warehouse,Emerging Markets,74223,Grade A
Pepper+ungarbled,Kerala,Wayanad,Pulpally,325,345,335,23-05-2019,NON-GMO,Warehouse,Emerging Markets,67368,Export
Chikoos(Sapota),Punjab,Sangrur,Bhawanigarh,16,20,18,23-05-2019,GMO,Cold Storage,High,99141,Export
Chikoos(Sapota),Rajasthan,Udaipur,Udaipur(F&V),11,11,11,23-05-2019,GMO,Cold Storage,High,99141,Export
Coconut+Oil,Kerala,Alappuzha,Aroor,170,172,171,23-05-2019,ORGANIC,Warehouse,Emerging Markets,90163,Premium
Coconut+Oil,Kerala,Malappuram,Kottakkal,167,168,167.5,23-05-2019,ORGANIC,Warehouse,Seasonal,90163,Premium
Green+Peas,Uttar Pradesh,Bahraich,Mihipurwa,27,29,28,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,86693,Export
Round+gourd,Punjab,Gurdaspur,Batala,4,6,5,23-05-2019,ORGANIC,Warehouse,Seasonal,56774,Grade A
Rubber,Kerala,Wayanad,Pulpally,115,135,125,23-05-2019,GMO,Warehouse,Emerging Markets,38651,Grade B
Firewood,Uttar Pradesh,Shahjahanpur,Katra,3.8,4,3.9,24-05-2019,NON-GMO,Warehouse,Seasonal,89701,Export
Soanf,Gujarat,Sabarkantha,Modasa,55,71.05,63,23-05-2019,GMO,Warehouse,Seasonal,92727,Grade C
Sugar,Uttar Pradesh,Gautam Budh Nagar,Dadri,33.5,34.5,34,23-05-2019,CERTIFIED,Warehouse,Seasonal,13886,Grade C
Sugar,Uttar Pradesh,Lakhimpur,Paliakala,33.2,33.9,33.6,23-05-2019,GMO,Warehouse,Emerging Markets,13886,Grade C
Surat+Beans+(Papadi),Gujarat,Surat,Surat,25,45,35,23-05-2019,ORGANIC,Warehouse,Emerging Markets,85523,Grade B
Turmeric,Tamil Nadu,Erode,Perundurai,63,70.64,66.44,23-05-2019,CERTIFIED,Dry Storage,High,49041,Premium
Turmeric+(raw),Gujarat,Surat,Surat,20,25,22.5,23-05-2019,ORGANIC,Warehouse,Emerging Markets,69601,Grade A
White+Peas,Uttar Pradesh,Gautam Budh Nagar,Dadri,46,47,46.5,23-05-2019,ORGANIC,Warehouse,Emerging Markets,52521,Grade B
Wood,Uttar Pradesh,Bareilly,Bahedi,2.05,2.7,2.4,23-05-2019,GMO,Warehouse,Emerging Markets,67191,Grade C
Wood,Uttar Pradesh,Saharanpur,Gangoh,4.1,4.35,4.25,23-05-2019,GMO,Warehouse,Seasonal,67191,Grade C
Alasande+Gram,Madhya Pradesh,Panna,Ajaygarh,41.7,46,42,25-05-2019,GMO,Warehouse,Seasonal,52613,Grade B
Wood,Uttar Pradesh,Shravasti,Payagpur,4.3,5,4.8,23-05-2019,NON-GMO,Warehouse,Emerging Markets,67191,Grade C
Bamboo,Chattisgarh,Balrampur,Ramanujganj,2,2,2,23-05-2019,NON-GMO,Warehouse,Seasonal,16921,Grade B
Yam,Kerala,Pathanamthitta,Omalloor,69,70,70,23-05-2019,NON-GMO,Dry Storage,Emerging Markets,67852,Export
Yam+(Ratalu),Gujarat,Surat,Surat,70,125,97.5,23-05-2019,NON-GMO,Warehouse,Emerging Markets,90675,Premium
Indian+Beans+(Seam),Gujarat,Surat,Surat,35,50,42.5,24-05-2019,CERTIFIED,Warehouse,Emerging Markets,47073,Export
Gingelly+Oil,Kerala,Alappuzha,Aroor,188,190,189,23-05-2019,GMO,Warehouse,Emerging Markets,99183,Export
Gingelly+Oil,Tamil Nadu,Villupuram,Kallakurichi,94.61,105.13,99.86,23-05-2019,ORGANIC,Warehouse,Seasonal,99183,Export
Ground+Nut+Seed,Gujarat,Rajkot,Rajkot,58.75,66,62.5,23-05-2019,NON-GMO,Warehouse,Emerging Markets,34777,Premium
Dry+Chillies,Gujarat,Rajkot,Rajkot,40,60,57.5,23-05-2019,GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Kerala,Alappuzha,Aroor,188,190,189,23-05-2019,GMO,Warehouse,Emerging Markets,17012,Grade A
Kodo+Millet(Varagu),Madhya Pradesh,Singroli,Singroli,22,22,22,23-05-2019,ORGANIC,Warehouse,Seasonal,89128,Grade C
Maida+Atta,Assam,Dhubri,Gauripur,24.6,27.8,25.5,23-05-2019,NON-GMO,Warehouse,Emerging Markets,63006,Grade C
Field+Pea,Meghalaya,East Khasi Hills,Shillong,35,45,40,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,47237,Grade C
Dry+Chillies,Tamil Nadu,Erode,Moolanur,23,80,50,23-05-2019,CERTIFIED,Warehouse,Seasonal,17012,Grade A
Dry+Chillies,Tamil Nadu,Coimbatore,Pollachi,25.1,34.2,31,23-05-2019,GMO,Warehouse,Seasonal,17012,Grade A
Duster+Beans,Kerala,Thiruvananthapuram,Neyyatinkara,26,30,28,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,54259,Premium
Field+Pea,Uttar Pradesh,Saharanpur,Saharanpur,22,25,23.5,23-05-2019,CERTIFIED,Warehouse,Seasonal,47237,Grade C
Field+Pea,Uttar Pradesh,Saharanpur,Gangoh,11.45,11.75,11.6,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,47237,Grade C
Fish,Odisha,Mayurbhanja,Betnoti,120,180,160,23-05-2019,ORGANIC,Warehouse,Emerging Markets,18752,Premium
Mashrooms,Himachal Pradesh,Solan,Solan,100,150,120,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,78473,Export
Lime,Kerala,Malappuram,Kottakkal,78,79,78.5,23-05-2019,GMO,Cold Storage,Moderate,23640,Grade C
Linseed,Madhya Pradesh,Singroli,Singroli,35,42.5,42.5,23-05-2019,GMO,Dry Storage,High,78627,Export
Linseed,Rajasthan,Kota,Kota,43.01,46.31,45,23-05-2019,GMO,Dry Storage,High,78627,Export
Linseed,Uttar Pradesh,Mahoba,Mahoba,48.7,49.2,49,23-05-2019,ORGANIC,Dry Storage,High,78627,Export
Litchi,Haryana,Yamuna Nagar,Yamuna Nagar,125,145,130,23-05-2019,CERTIFIED,Cold Storage,Moderate,13912,Grade A
Litchi,Uttrakhand,UdhamSinghNagar,Sitarganj,34,36,35,23-05-2019,NON-GMO,Cold Storage,Moderate,13912,Grade A
Papaya+(Raw),Gujarat,Surat,Surat,6,10,8,24-05-2019,GMO,Warehouse,Seasonal,92127,Grade B
Peas+cod,Gujarat,Surat,Surat,35,50,42.5,24-05-2019,GMO,Warehouse,Seasonal,74223,Grade A
Ajwan,Gujarat,Mehsana,Unjha,62.5,170,100,27-05-2019,CERTIFIED,Dry Storage,Moderate,78268,Grade A
Beans,Gujarat,Junagarh,Visavadar,43.6,51.7,47.65,23-05-2019,CERTIFIED,Dry Storage,Moderate,47619,Premium
Beans,Uttrakhand,Nanital,Haldwani,16.91,18.91,17.91,23-05-2019,CERTIFIED,Dry Storage,Moderate,47619,Premium
Beaten+Rice,Assam,Nagaon,Dhing,26,28,27.5,23-05-2019,NON-GMO,Warehouse,Emerging Markets,17877,Grade A
Papaya+(Raw),Kerala,Malappuram,Kottakkal,24.5,25.5,25,23-05-2019,GMO,Warehouse,Seasonal,92127,Grade B
Soanf,Rajasthan,Dausa,Lalsot,50,78.75,64,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,92727,Grade C
Sweet+Potato,Kerala,Thirssur,Kodungalloor,39,39,39,23-05-2019,ORGANIC,Warehouse,Seasonal,53349,Premium
Sweet+Pumpkin,Punjab,Jalandhar,Adampur,3,4,4,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,86578,Grade A
Sweet+Pumpkin,West Bengal,Burdwan,Asansol,10.4,11.2,10.8,23-05-2019,NON-GMO,Warehouse,Seasonal,86578,Grade A
T.V.+Cumbu,Tamil Nadu,Villupuram,Kallakurichi,20.19,20.69,20.44,23-05-2019,GMO,Warehouse,Emerging Markets,52914,Grade B
Turmeric,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,5.75,6.25,6,23-05-2019,NON-GMO,Dry Storage,High,49041,Premium
Surat+Beans+(Papadi),Gujarat,Surat,Surat,20,45,32.5,24-05-2019,NON-GMO,Warehouse,Seasonal,85523,Grade B
Sweet+Potato,Gujarat,Surat,Surat,10,17.5,13.75,24-05-2019,CERTIFIED,Warehouse,Emerging Markets,53349,Premium
Sweet+Pumpkin,West Bengal,Burdwan,Asansol,9.6,10.4,10,24-05-2019,GMO,Warehouse,Seasonal,86578,Grade A
Turmeric+(raw),Gujarat,Surat,Surat,20,27.5,23.75,24-05-2019,NON-GMO,Warehouse,Seasonal,69601,Grade A
Duster+Beans,Kerala,Thiruvananthapuram,Attingal,95,100,95,24-05-2019,CERTIFIED,Warehouse,Emerging Markets,54259,Premium
Beans,Gujarat,Rajkot,Jasdan,52.55,52.55,52.55,23-05-2019,NON-GMO,Dry Storage,Moderate,47619,Premium
Beans,Karnataka,Kolar,Kolar,70,75,73,23-05-2019,GMO,Dry Storage,Moderate,47619,Premium
Kulthi(Horse+Gram),Odisha,Dhenkanal,Mottagaon,45,60,50,24-05-2019,NON-GMO,Warehouse,Emerging Markets,43538,Export
Leafy+Vegetable,Odisha,Dhenkanal,Mottagaon,10,15,10,24-05-2019,CERTIFIED,Warehouse,Emerging Markets,18286,Grade A
Black+pepper,Kerala,Kasargod,Kanjangadu,295,305,300,23-05-2019,ORGANIC,Warehouse,Seasonal,12496,Premium
Linseed,Madhya Pradesh,Dindori,Gorakhpur,37,37,37,24-05-2019,CERTIFIED,Dry Storage,High,78627,Export
Coconut+Oil,Kerala,Kottayam,Thalayolaparambu,176,181,179,23-05-2019,NON-GMO,Warehouse,Emerging Markets,90163,Premium
Coffee,Kerala,Wayanad,Pulpally,66,68,67,23-05-2019,ORGANIC,Dry Storage,High,70535,Grade B
Copra,Kerala,Kannur,Payyannur,85,87,86,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,96107,Export
Betal+Leaves,Meghalaya,West Garo Hills,Tura,80,120,110,23-05-2019,ORGANIC,Warehouse,Emerging Markets,11871,Grade C
Ajwan,Madhya Pradesh,Neemuch,Neemuch,47,135,115.01,27-05-2019,NON-GMO,Dry Storage,Moderate,78268,Grade A
Ajwan,Rajasthan,Chittorgarh,Nimbahera,10.4,11.3,11,27-05-2019,NON-GMO,Dry Storage,Moderate,78268,Grade A
Chikoos(Sapota),Maharashtra,Mumbai,Fruit Market,25,32,28.5,23-05-2019,ORGANIC,Cold Storage,High,99141,Export
Chilly+Capsicum,Karnataka,Bangalore,Ramanagara,40,48,44,23-05-2019,GMO,Warehouse,Emerging Markets,30006,Grade A
Chilly+Capsicum,Maharashtra,Satara,Karad,25,30,30,23-05-2019,NON-GMO,Warehouse,Emerging Markets,30006,Grade A
Chilly+Capsicum,Maharashtra,Pune,Khed(Chakan),15,25,20,23-05-2019,CERTIFIED,Warehouse,Seasonal,30006,Grade A
Chilly+Capsicum,Maharashtra,Ahmednagar,Rahata,15,25,20,23-05-2019,GMO,Warehouse,Seasonal,30006,Grade A
Chilly+Capsicum,Maharashtra,Satara,Satara,35,40,37.5,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,30006,Grade A
Coconut+Oil,Kerala,Pathanamthitta,Pandalam,169,173,169,22-05-2019,GMO,Warehouse,Emerging Markets,90163,Premium
Mint(Pudina),Maharashtra,Pune,Pune(Khadiki),0.04,0.04,0.04,23-05-2019,CERTIFIED,Dry Storage,Moderate,62086,Premium
Ajwan,Rajasthan,Chittorgarh,Pratapgarh,112,119.5,115.75,27-05-2019,GMO,Dry Storage,Moderate,78268,Grade A
Black+pepper,Karnataka,Madikeri(Kodagu),Somvarpet,315,332,325,23-05-2019,NON-GMO,Warehouse,Seasonal,12496,Premium
Black+pepper,Kerala,Kannur,Taliparamba,310,320,315,23-05-2019,NON-GMO,Warehouse,Seasonal,12496,Premium
Chili+Red,Kerala,Palakad,Koduvayoor,120,126,123,23-05-2019,ORGANIC,Warehouse,Seasonal,81557,Premium
Papaya+(Raw),Odisha,Dhenkanal,Mottagaon,15,16,15,24-05-2019,NON-GMO,Warehouse,Emerging Markets,92127,Grade B
Peas+cod,Punjab,Patiala,Nabha,20,30,26,24-05-2019,NON-GMO,Warehouse,Seasonal,74223,Grade A
Pepper+ungarbled,Kerala,Wayanad,Pulpally,345,365,355,24-05-2019,CERTIFIED,Warehouse,Seasonal,67368,Export
Turnip,Meghalaya,East Khasi Hills,Shillong,23,28,25,23-05-2019,NON-GMO,Dry Storage,Moderate,89224,Grade B
Dry+Chillies,Karnataka,Bangalore,Bangalore,115,168,141.5,23-05-2019,CERTIFIED,Warehouse,Seasonal,17012,Grade A
Tamarind+Fruit,Karnataka,Kolar,Chintamani,35,45,40,23-05-2019,NON-GMO,Warehouse,Emerging Markets,80744,Grade C
Tender+Coconut,Karnataka,Mysore,Hunsur,0.12,0.12,0.12,23-05-2019,GMO,Warehouse,Emerging Markets,57394,Grade B
Wheat+Atta,Assam,Dhubri,Gauripur,23,25.6,24,23-05-2019,CERTIFIED,Warehouse,Seasonal,45620,Grade A
Kulthi(Horse+Gram),Karnataka,Kolar,Chintamani,34,36.5,36,23-05-2019,NON-GMO,Warehouse,Seasonal,43538,Export
White+Peas,Uttar Pradesh,Mahoba,Mahoba,44.7,45.3,45,23-05-2019,NON-GMO,Warehouse,Emerging Markets,52521,Grade B
Alasande+Gram,Karnataka,Gadag,Laxmeshwar,28.89,48.09,40.7,27-05-2019,GMO,Warehouse,Emerging Markets,52613,Grade B
Kulthi(Horse+Gram),Gujarat,Porbandar,Porbandar,0,40,40,23-05-2019,GMO,Warehouse,Emerging Markets,43538,Export
Alasande+Gram,Madhya Pradesh,Panna,Ajaygarh,40,46,42,27-05-2019,CERTIFIED,Warehouse,Emerging Markets,52613,Grade B
Kulthi(Horse+Gram),Tamil Nadu,Vellore,Vellore,32.71,33.61,33,23-05-2019,NON-GMO,Warehouse,Emerging Markets,43538,Export
Black+pepper,Karnataka,Chikmagalur,Chikkamagalore,200,339.34,226.62,23-05-2019,NON-GMO,Warehouse,Emerging Markets,12496,Premium
Coconut+Oil,Kerala,Kasargod,Kanjangadu,172,176,174,23-05-2019,ORGANIC,Warehouse,Emerging Markets,90163,Premium
Coconut+Seed,Kerala,Thirssur,Chelakkara,32,34,33,23-05-2019,GMO,Warehouse,Seasonal,22134,Grade A
Fish,Odisha,Angul,Angaura,110,130,120,22-05-2019,NON-GMO,Warehouse,Emerging Markets,18752,Premium
Coconut+Seed,Kerala,Kasargod,Kanjangadu,26,29,27,23-05-2019,ORGANIC,Warehouse,Seasonal,22134,Grade A
Round+gourd,Punjab,Amritsar,Ajnala,6,8,7,24-05-2019,GMO,Warehouse,Emerging Markets,56774,Grade A
Soanf,Rajasthan,Dausa,Lalsot,22.02,82.25,65.25,24-05-2019,ORGANIC,Warehouse,Seasonal,92727,Grade C
Coconut+Oil,Kerala,Kottayam,Thalayolaparambu,178,183,180,24-05-2019,GMO,Warehouse,Seasonal,90163,Premium
Copra,Kerala,Kasargod,Kanjangadu,83,88,85,23-05-2019,NON-GMO,Warehouse,Seasonal,96107,Export
Coffee,Kerala,Wayanad,Manathavady,124,125,125,24-05-2019,GMO,Dry Storage,High,70535,Grade B
Sweet+Pumpkin,West Bengal,Bankura,Khatra,9,12,10,24-05-2019,NON-GMO,Warehouse,Emerging Markets,86578,Grade A
Tobacco,Uttar Pradesh,Farukhabad,Kayamganj,36,37,36.5,23-05-2019,NON-GMO,Warehouse,Seasonal,58208,Grade A
Copra,Tamil Nadu,Namakkal,Velur,81.5,92.1,85.4,24-05-2019,CERTIFIED,Warehouse,Seasonal,96107,Export
Goat,Odisha,Angul,Angaura,40,50,45,22-05-2019,GMO,Warehouse,Emerging Markets,72756,Grade B
Round+gourd,Gujarat,Surat,Valod(Buhari),12,13,12.5,23-05-2019,ORGANIC,Warehouse,Emerging Markets,56774,Grade A
Round+gourd,Punjab,Gurdaspur,Gurdaspur,10,12,11,23-05-2019,NON-GMO,Warehouse,Seasonal,56774,Grade A
Turmeric,Tamil Nadu,Erode,Perundurai,66,78.19,72.29,24-05-2019,GMO,Dry Storage,High,49041,Premium
Groundnut+(Split),Gujarat,Junagarh,Visavadar,53.15,57.75,55.45,23-05-2019,GMO,Warehouse,Seasonal,12418,Grade B
Isabgul+(Psyllium),Gujarat,Junagarh,Visavadar,56.15,71.55,63.85,23-05-2019,GMO,Warehouse,Seasonal,41785,Grade A
Peach,Haryana,Yamuna Nagar,Yamuna Nagar,13,25,18.5,23-05-2019,GMO,Cold Storage,High,25115,Grade C
Jute,Assam,Nagaon,Dhing,32.5,40,38,23-05-2019,ORGANIC,Warehouse,Emerging Markets,88696,Grade B
Kulthi(Horse+Gram),Gujarat,Junagarh,Visavadar,41.2,43.3,42.25,23-05-2019,GMO,Warehouse,Emerging Markets,43538,Export
Leafy+Vegetable,Gujarat,Vadodara(Baroda),Padra,6,9,7.5,23-05-2019,CERTIFIED,Warehouse,Seasonal,18286,Grade A
Broken+Rice,Odisha,Nowarangpur,Nawarangpur,13,13,13,24-05-2019,CERTIFIED,Warehouse,Emerging Markets,10797,Export
Field+Pea,Kerala,Alappuzha,Cherthala,40,42,41,25-05-2019,GMO,Warehouse,Emerging Markets,47237,Grade C
Linseed,Uttar Pradesh,Hardoi,Madhoganj,100,102,101,23-05-2019,GMO,Dry Storage,High,78627,Export
Litchi,Uttar Pradesh,Faizabad,Faizabad,44.5,46,45,23-05-2019,CERTIFIED,Cold Storage,Moderate,13912,Grade A
Litchi,Uttrakhand,Garhwal (Pauri),Kotadwara,55,70,60,23-05-2019,NON-GMO,Cold Storage,Moderate,13912,Grade A
Ragi+(Finger+Millet),Tamil Nadu,Villupuram,Gingee,23.59,25.17,24.38,23-05-2019,CERTIFIED,Warehouse,Seasonal,30165,Grade C
Ragi+(Finger+Millet),Tamil Nadu,Villupuram,Ulundurpettai,24.97,24.97,24.97,23-05-2019,CERTIFIED,Warehouse,Seasonal,30165,Grade C
Wheat+Atta,Odisha,Sundergarh,Bonai,30,35,35,24-05-2019,GMO,Warehouse,Emerging Markets,45620,Grade A
Yam,Kerala,Pathanamthitta,Omalloor,60,60,60,24-05-2019,NON-GMO,Dry Storage,Emerging Markets,67852,Export
Fish,Uttar Pradesh,Bahraich,Ruperdeeha,34,35,34.6,25-05-2019,NON-GMO,Warehouse,Seasonal,18752,Premium
Dry+Chillies,Gujarat,Rajkot,Rajkot,77.5,90,82.5,24-05-2019,NON-GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Fodder,Haryana,Faridabad,Ballabhgarh,6,6.5,6.2,24-05-2019,NON-GMO,Warehouse,Seasonal,19396,Grade B
Mahua,Madhya Pradesh,Alirajpur,Alirajpur,30,30,30,23-05-2019,CERTIFIED,Warehouse,Seasonal,17997,Grade B
Methi(Leaves),Madhya Pradesh,Khandwa,Khandwa(F&V),5.2,7.5,6.4,23-05-2019,GMO,Dry Storage,Moderate,80557,Grade B
Methi(Leaves),Madhya Pradesh,Jhabua,Thandla,17,19,18,23-05-2019,NON-GMO,Dry Storage,Moderate,80557,Grade B
Field+Pea,Punjab,Hoshiarpur,Tanda Urmur,35,40,38,24-05-2019,NON-GMO,Warehouse,Seasonal,47237,Grade C
Ajwan,Madhya Pradesh,Neemuch,Neemuch,54,149,114,28-05-2019,GMO,Dry Storage,Moderate,78268,Grade A
Fish,Uttar Pradesh,Sultanpur,Sultanpur,115,120,118,24-05-2019,ORGANIC,Warehouse,Seasonal,18752,Premium
Fish,Tripura,Sepahijala,Bishramganj,160,200,180,23-05-2019,GMO,Warehouse,Seasonal,18752,Premium
Ghee,Uttar Pradesh,Sultanpur,Sultanpur,380,400,385,24-05-2019,CERTIFIED,Warehouse,Seasonal,60624,Grade C
Gingelly+Oil,Tamil Nadu,Villupuram,Kallakurichi,95.11,109.49,102.3,24-05-2019,CERTIFIED,Warehouse,Seasonal,99183,Export
Gingelly+Oil,Tamil Nadu,Villupuram,Thirukovilur,95.27,104.89,101.78,24-05-2019,NON-GMO,Warehouse,Seasonal,99183,Export
Coconut+Oil,Kerala,Kannur,Taliparamba,166,168,167,23-05-2019,ORGANIC,Warehouse,Emerging Markets,90163,Premium
Copra,Kerala,Kannur,Taliparamba,94,96,95,23-05-2019,NON-GMO,Warehouse,Seasonal,96107,Export
Hybrid+Cumbu,Tamil Nadu,Villupuram,Manalurpet,20.81,20.81,20.81,24-05-2019,ORGANIC,Warehouse,Emerging Markets,61939,Grade B
Indian+Beans+(Seam),Kerala,Kottayam,Pampady,60,64,62,24-05-2019,ORGANIC,Warehouse,Seasonal,47073,Export
Indian+Beans+(Seam),Kerala,Ernakulam,Thrippunithura,95,105,100,24-05-2019,ORGANIC,Warehouse,Emerging Markets,47073,Export
Groundnut+(Split),Tamil Nadu,Ariyalur,Jayamkondam,56.24,78.65,76.03,22-05-2019,ORGANIC,Warehouse,Emerging Markets,12418,Grade B
Kodo+Millet(Varagu),Madhya Pradesh,Singroli,Singroli,14,14,14,24-05-2019,GMO,Warehouse,Seasonal,89128,Grade C
Kulthi(Horse+Gram),Gujarat,Junagarh,Visavadar,41.2,43.5,42.35,24-05-2019,ORGANIC,Warehouse,Emerging Markets,43538,Export
Leafy+Vegetable,Nagaland,Dimapur,Dimapur,28,33,30,24-05-2019,CERTIFIED,Warehouse,Seasonal,18286,Grade A
Leafy+Vegetable,Odisha,Mayurbhanja,Betnoti,16,20,18,24-05-2019,ORGANIC,Warehouse,Seasonal,18286,Grade A
Leafy+Vegetable,Punjab,Sangrur,Sangrur,8,8,8,24-05-2019,GMO,Warehouse,Emerging Markets,18286,Grade A
Jute,Assam,Sonitpur,Dhekiajuli,36,39,39,24-05-2019,GMO,Warehouse,Emerging Markets,88696,Grade B
Groundnut+pods+(raw),Gujarat,Surat,Surat,27.5,35,31.25,25-05-2019,NON-GMO,Warehouse,Seasonal,22843,Grade C
Indian+Beans+(Seam),Gujarat,Surat,Surat,30,47.5,38.75,25-05-2019,ORGANIC,Warehouse,Emerging Markets,47073,Export
Pear(Marasebu),Maharashtra,Pune,Pune,70,150,80,24-05-2019,NON-GMO,Cold Storage,High,89983,Export
Green+Avare+(W),Kerala,Palakad,Palakkad,50,60,56,23-05-2019,CERTIFIED,Warehouse,Emerging Markets,76509,Grade A
Long+Melon(Kakri),Haryana,Sonipat,Ganaur,8,8,8,25-05-2019,ORGANIC,Warehouse,Seasonal,60586,Grade B
Alasande+Gram,Chattisgarh,Raipur,Abhanpur,40.5,40.75,40.63,28-05-2019,CERTIFIED,Warehouse,Emerging Markets,52613,Grade B
Chilly+Capsicum,Karnataka,Kolar,Kolar,35,40,37,23-05-2019,ORGANIC,Warehouse,Emerging Markets,30006,Grade A
Chilly+Capsicum,Maharashtra,Mumbai,Mumbai,16,26,21,23-05-2019,GMO,Warehouse,Emerging Markets,30006,Grade A
Methi(Leaves),Gujarat,Junagarh,Talalagir,50,70,60,25-05-2019,CERTIFIED,Dry Storage,Moderate,80557,Grade B
Jute,West Bengal,Malda,Gajol,41,43,42,22-05-2019,GMO,Warehouse,Emerging Markets,88696,Grade B
Betal+Leaves,Meghalaya,East Khasi Hills,Shillong,120,200,160,24-05-2019,GMO,Warehouse,Emerging Markets,11871,Grade C
Broken+Rice,Odisha,Ganjam,Digapahandi,10,12,11,23-05-2019,CERTIFIED,Warehouse,Seasonal,10797,Export
Copra,Tamil Nadu,Erode,Gobichettipalayam,80.89,87.5,86,23-05-2019,GMO,Warehouse,Emerging Markets,96107,Export
Copra,Tamil Nadu,Cuddalore,Shrimushnam,61.11,61.11,61.11,23-05-2019,NON-GMO,Warehouse,Seasonal,96107,Export
Leafy+Vegetable,Maharashtra,Pune,Pune(Hadapsar),18,18,18,22-05-2019,ORGANIC,Warehouse,Emerging Markets,18286,Grade A
Peach,Uttar Pradesh,Saharanpur,Gangoh,9.35,9.6,9.45,24-05-2019,GMO,Cold Storage,High,25115,Grade C
Dry+Chillies,Manipur,Imphal West,Imphal,138,145,140,23-05-2019,CERTIFIED,Warehouse,Seasonal,17012,Grade A
Papaya+(Raw),Gujarat,Surat,Surat,6,9,7.5,25-05-2019,ORGANIC,Warehouse,Seasonal,92127,Grade B
Peach,Uttar Pradesh,Saharanpur,Nanuta,16,20,18,25-05-2019,ORGANIC,Cold Storage,High,25115,Grade C
Balekai,Rajasthan,Chittorgarh,Chittorgarh,5,18,12,24-05-2019,CERTIFIED,Dry Storage,Moderate,92457,Grade A
Indian+Beans+(Seam),Jammu and Kashmir,Jammu,Akhnoor,30,36,33,23-05-2019,NON-GMO,Warehouse,Emerging Markets,47073,Export
Isabgul+(Psyllium),Gujarat,Mehsana,Becharaji,85,88.5,86.75,23-05-2019,NON-GMO,Warehouse,Emerging Markets,41785,Grade A
Jamun(Narale+Hannu),NCT of Delhi,Delhi,Azadpur,30,150,71.33,23-05-2019,ORGANIC,Warehouse,Emerging Markets,66356,Export
Suva+(Dill+Seed),Gujarat,Patan,Sami,50,62.5,57.5,23-05-2019,GMO,Warehouse,Seasonal,92119,Grade C
